entry_id,title,artist,album,playlist_name,playlist_description,audio_key,duration
yKdnq6qcafrf2KUxgeF3M,Low Season,Poolside,Low Season,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Low Season.flac,3:36
7Lej74ut8YDYCAqgz7J1FN,Can't Stop Your Lovin',Poolside,Low Season,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Can't Stop Your Lovin'.flac,3:57
18LCWAqPn49ikmRJhSltSy,Camino del Sol,Antena,Café del Mar Dreams X,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Camino del Sol.flac,3:42
ErMdkh3P8rrsVEhPooY9c,El Sueno,LA LOM,LA LOM,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/El Sueno.mp3,4:08
2zafhA0CNxlJh0hBrraEM2,Café Tropical,LA LOM,La Lom,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Café Tropical.flac,3:53
6jVfjYbPRy56fCC6OaCEfJ,By Your Side (Sade Remix),Cottonbelly,X Amounts of Niceness,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/By Your Side (Sade Remix).flac,7:16
425skqKz1rCOJsHqXNfbPP,Black Dust,Hala Strana,Hala Strana,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Black Dust.flac,3:15
5yjdNsgaI31nPQopguuI7e,Brickwork and Scoria,Hala Strana,Hala Strana,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/Brickwork and Scoria.flac,2:52
7vN9s5tSi4RbLdTuxTQK91,Both Sides Of The Moon,Celeste;Gotts Street Park,Not Your Muse (Deluxe),Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Both Sides Of The Moon.flac,4:17
1HmR8UBpQ5SAUEPrBq2FKY,Blue Sky - Suduaya Remix,"Protonica,Irina Mikhailova,Suduaya",Symmetry Remixes,Deep Distance,"Tune in and drift between worlds, where thoughts and intentions shape reality like a lucid dream, full of possibility.",catalog.app/Blue Sky - Suduaya Remix.flac,7:36
69vGXKTMymcwZnMN03EnOS,Blue Sky - Carbon Based Lifeforms,"Protonica,Irina Mikhailova,Suduaya",Symmetry Remixes,,,catalog.app/Blue Sky - Carbon Based Lifeforms.flac,6:04
46ZrUgfDrBawN0ONa0EL6P,Blue Moon,Wilczynski;Mondo Loops;Phlocalyst,Marrakech EP,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Blue Moon.flac,1:56
5n5xWHpTsUnDVsjifvl322,Blowfish - Lake People Remix,Yoko Duo;Lake People,Remixes,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Blowfish - Lake People Remix.flac,8:14
7w2GCpTttj5sAlgzfxUKCT,Black Is the Night,DJ Vadim;Kathrin deBoer,The Soundcatcher,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Black Is the Night.flac,4:18
3lvoZbMdfT8FKoIbaCxK0f,Black Chicken 37 (feat. Orlando 'Cachaíto' López & Angá Díaz),"Buena Vista Social Club;Orlando ""Cachaíto"" López;Angá Diaz",Lost and Found,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Black Chicken 37 (feat. Orlando 'Cachaíto' López & Angá Díaz).flac,3:33
7wxIgIlsJIIM6pPuK5d3Qd,Landslide,Fleetwood Mac,Fleetwood Mac,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Landslide.flac,3:19
evp6EdeejHx2r6HmcIs42,Albatross,Fleetwood Mac,The Blue Horizon Story 1965 - 1970 Vol.1,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Albatross.flac,5:20
29bQc7jTq7GIp9GEpihoOe,Acquiescence - Tripswitch Remix,Banco De Gaia;Tripswitch,Ollopa: Apollo Remixed,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/Acquiescence - Tripswitch Remix.flac,7:28
65Z7HlcAosXSdS98hxvXEB,Choking on a Piece of Meat,The Poets Of Rhythm,Practice What You Preach,,,catalog.app/Choking on a Piece of Meat.flac,2:26
1PWZNv8pj3fmKBUxV9HPwJ,Dream Puppy,The Sweet Enoughs,Marshmallow,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Dream Puppy.flac,5:39
1f1zNco1QcIfu1eXOjIUti,Parallel Life - Original Mix,The Starseeds,Parallel Life,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Parallel Life - Original Mix.flac,8:13
73HvmaDPBhC0au3YD7dlXn,Equinox,Wolfgang Ohmer,Sonic Blue - Ambient Hang Music,Being Nothing,"This selection leans into deep meditation ambient, healing soundscapes, and tranquil minimal atmospheres, music designed to slow the mind, create stillness, and support introspection.",catalog.app/Equinox.flac,2:37
4jmhFfb1MWuZTZE0aI69gq,Beautiful Crazy,Space Raiders,Hot Cakes,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Beautiful Crazy.flac,4:02
3GlIwNxxegvLsxqEAIg8bn,Kita,Bunraku,Toshi II,Inhale,"This selection leans into deep, meditative ambient with mystical and minimal electronic textures, occasionally touching psychedelic and ritualistic atmospheres.",catalog.app/Kita.flac,3:21
552UC6l6bc5u5f6edovUrv,Bending Spoons,Jasper TX,In A Cool Monsoon,Into Stillness,"This selection leans toward introspective, cinematic ambient / experimental folk / minimal guitar atmospheres, music that feels spacious, contemplative, and slightly mystical.",catalog.app/Bending Spoons.flac,6:44
1XjEKekTi0femziy88GWPg,Leaving Behind,Western Skies Motel,Generations,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Leaving Behind.flac,3:55
2MpXJgcOtQKl24b9qXipWG,Melting,maya ongaku,Approach to Anima,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Melting.flac,6:14
2N5sqdK7eYYtctS5Bluf7t,Ask Me Again,Tutankhamun,Tutankhamun,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Ask Me Again.flac,3:33
4qCjdT3ADVP2shA0FuEc7g,Coltrane,Tutankhamun,Tutankhamun,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Coltrane.flac,4:12
sK11KsvGZx4pZZ8wCYUgT,New Year's Resolution,Tutankhamun,Tutankhamun,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/New Year's Resolution.flac,3:19
4mg5m1esfpfxReFjcMGYD,Lady Divine,Alela Diane,To Be Still,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Lady Divine.flac,5:11
1MBMPXwh1Ki67gsahQ6xAP,Fly Away / Walking in the Sunshine - 20Remaster,Laid Back,Keep Smiling (Remastered Version),On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Fly Away _ Walking in the Sunshine - 2008 Remaster.flac,8:32
70ZQq7ZsV4tsG9MQEK6mQg,Theme From The Tiki Wonder Hour,Combustible Edison,"I, Swinger",House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Theme From The Tiki Wonder Hour.flac,3:45
2pHgsVMHde5WsBKTTeiIIg,When the Lights Are Low,The Paragons,On the Beach: The Anthology,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/When the Lights Are Low.flac,3:04
3YkoftATYx6ps0vxQWyeBj,Escaping Time,Benjamin Martins,Floating,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Escaping Time.flac,3:20
5vndn9DPaktP8FmK7viKHM,House of Jackpots,Rocket 808,House of Jackpots,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/House of Jackpots.flac,3:12
4U4cbio6NM4iSGdzyCFFIN,Eternal Flow,Causa Sui,Euporie Tide,Hindsight,"This tracklist sits in a psychedelic, ritualistic space—mixing heavy psych rock, kraut grooves, cosmic instrumentals, and mystical atmospheres.",catalog.app/Eternal Flow.flac,9:10
1PNXVLRLIjPbS7FiTmp8D7,Heart Takes Flight,Ram Dass;AWARÉ,And Now He Has Wings,,,catalog.app/Heart Takes Flight.flac,4:31
1Fw7u6Q52F89lD2b9QQvsu,Valleys of Perspective,Sour,Valleys of Perspective,,,catalog.app/Valleys of Perspective.flac,3:30
2B1lQjWqUULtEdzi9HjwGR,Back into Balance,Ram Dass;David Starfire,Alchemy of the Heart,,,catalog.app/Back into Balance.flac,16:00
6iTK11KvveTSvQz9j2oSZK,Remember,Hior Chronik;Georgios Papadopoulos,Out Of The Dust,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Remember.flac,4:32
5GtAvZxHGlkgrXcQViySQ9,Cumbia del Olvido,Nicola Cruz,Prender el Alma,,,catalog.app/Cumbia del Olvido.flac,3:36
LOCflva1PaCpW3uY16QPn,I Don't Want Nobody,Eddie Harris,I Need Some Money,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/I Don't Want Nobody.flac,11:55
4RkJKkjonX1NogEp5qlfPw,El arca de Mima (Versión instrumental),Mima,El arca de Mima (Versión instrumental),Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/El arca de Mima (Versión instrumental).flac,4:20
3QWly39xoPb3OLQuc78ZN0,Wind Blows,Jan Benkest;Malou Lovis;NZ6,Wind Blows,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Wind Blows.flac,3:00
4yy9oDulHp0pYDTqvJcV6J,Lovers in the Garden,Loga Ramin Torkian;Azam Ali,Feathers of Fire (Original Soundtrack),Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/Lovers in the Garden.flac,2:59
2QgPXoUGDlPwzOMfPe8F97,Miwok Shapes,Brightblack Morning Light,Brightblack Morning Light,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Miwok Shapes.flac,5:49
16qAR5oXy498ypXr9wjSjr,Grains of Sand,Aunt Cynthia's Cabin,Misty Woman,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Grains of Sand.flac,1:55
38oKwme0xBvupea9CuKL9j,In the Valley (Demo),Aunt Cynthia's Cabin,Misty Woman,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/In the Valley (Demo).flac,5:00
7gHN7fsxLxtmW8TZewv2TU,Sun Sparkles,GLDNHR,Sun Sparkles,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Sun Sparkles.flac,4:31
6jtgudzTNGqLY2yVrQsrRP,Nairobi,Rodriguez Jr.,Blisss,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Nairobi.flac,5:38
3T8uyrd66h50NIt1OECZCD,"Flume - MTV Unplugged, Live In Melbourne",Tash Sultana,"Flume (MTV Unplugged, Live In Melbourne)",Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.","catalog.app/Flume - MTV Unplugged, Live In Melbourne.flac",3:52
5YRth02MUPrIBzRUuEOkTo,The Shadowmen,J. William Parker,Shadowmen,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/The Shadowmen.flac,3:51
6VuovPPWpbQwkaYuUk2ok1,"Paris, Texas",Ry Cooder,Music by Ry Cooder,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.","catalog.app/Paris, Texas.flac",2:54
5HZY0Fetpm07bqY538SFvE,This Is Not Possible,Sun Kil Moon,This Is My Dinner,Samanke,"This playlist is a sun-drenched blend of global soul and cinematic chill, shifting from earthy tribal rhythms to lush, orchestral-electronic horizons.
",catalog.app/This Is Not Possible.flac,9:12
4HEZKNA7gy2W29cJAV3qQH,Burning Plain,Cochemea,Burning Plain,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Burning Plain.flac,4:53
CQgxquMhD2uY92MxVkPHk,Sunyata,Tor,Blue Book,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Sunyata.flac,5:14
6DeZvBMFjOLUrD7jwtkwD4,Two Suns,Tor,Blue Book,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/Two Suns.flac,4:33
5JlF5ypFvxlTAbi5BdJpuR,I Like You,The Human Experience;Saint Sinner,I Like You,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/I Like You.flac,3:34
2lyIXS8UY17xWsgAEdgDAO,Perfume Dream,Jonny Nash,Make A Wilderness,Oceanic Feeling,"A gentle drift through dreamy downtempo, ambient jazz, and warm instrumental electronica, melodic, airy, and quietly uplifting.",catalog.app/Perfume Dream.flac,2:57
5fYIQnp7nSQXu18IN0GJBz,Prelude to a Soul,Sebastian Plano,Save Me Not,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Prelude to a Soul.flac,2:46
5zYdrHtjvZnzWQbVEPjHZN,I Fall In Love Too Easily,Chet Baker,Chet Baker Sings,,,catalog.app/I Fall In Love Too Easily.flac,3:21
6TQXiMt21KlkKAHMmMRWqL,Requiem Again - 2024 Remaster,The Durutti Column,Vini Reilly,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Requiem Again - 2024 Remaster.flac,4:00
4cZupXJNRFDOw1UIshetYT,Safe Passage,Gitkin,Safe Passage,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Safe Passage.flac,4:26
xILEpMn1xkaT0HGHZ7bau,Bohemian Idol - DJ Day's Chair-Bro Remix,Lord Echo;DJ Day,Bohemian Idol / Land of a Thousand Chances (Remixes),On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Bohemian Idol - DJ Day's Chair-Bro Remix.flac,4:47
255tlXMrjfTZfER6rOeH9v,Wildflower Blues,Jolie Holland & Samantha Parton,Wildflower Blues,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Wildflower Blues.flac,5:24
382FR7cHalP2ZkrjgfZFHS,Rolled Together,The Antlers,Burst Apart,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/Rolled Together.flac,4:37
2hnuFMtaJ5OzAmbleFJTgw,Evolutions,Abakus,Evolutions,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Evolutions.flac,4:32
6j7z6JwlDrrS1jt4Oqbw5f,Pack Light,Ovoid,Enigma,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/Pack Light.flac,3:15
5K3yiezzwAOsKBwQJLNkAF,Lord Can You Hear Me,Spacemen 3,Playing With Fire,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Lord Can You Hear Me.flac,4:34
4DEV5jroxLG5GK2N9PkZYW,Concrete Prairie,Lone Mesa,Concrete Prairie,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Concrete Prairie.flac,3:16
2cr1kzMxI2RefczxNaOc5P,Deia Stars,Alex Forster,Komorebi - Music for the Forest,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Deia Stars.flac,3:45
fF2AL6lvmrT5JCyTBcVfd,The Ocean Palace - Part I,ONE ARC DEGREE,The Ocean Palace,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/The Ocean Palace - Part I.flac,5:30
4ov26kEi6p4oejYIrWTJg1,The Ocean Palace - Part II,ONE ARC DEGREE,The Ocean Palace,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/The Ocean Palace - Part II.flac,5:22
5qQSFAP21VLftLgJTuKEeS,Leighton Buzzard,Electric Octopus,St. Patrick's Cough,Hindsight,"This tracklist sits in a psychedelic, ritualistic space—mixing heavy psych rock, kraut grooves, cosmic instrumentals, and mystical atmospheres.",catalog.app/Leighton Buzzard.flac,8:10
5WFy4KltTxyXefNlQ6RZQL,Hasta La Piel,Carla Morrison,Déjenme Llorar,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Hasta La Piel.flac,4:01
3QXHCUetXhDG4XnUI7rPBL,Pacific,Billy Bahama,Pacific,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Pacific.flac,3:31
35Y94ZxZr1V9M1XdhElitR,Check My Machine [edit] - 2011 Remaster,Paul McCartney,McCartney II (Special Edition),On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Check My Machine [edit] - 2011 Remaster.flac,5:45
4U3BRQRH53JZ69mOxHSpcm,The Twilight Of Your Smile,Andrew Pekler,Sentimental Favourites,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/The Twilight Of Your Smile.flac,4:31
7tMpICacHuDNnVIS7ZbwEX,Golden Gate,Curls,Vante,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Golden Gate.flac,3:57
2vZbhHtLg2lUJsofj12KyG,Better Days,Graham Nash,Songs For Beginners,,,catalog.app/Better Days.flac,3:50
65uVthuwWhzxh2PfCkZ4gM,Introversion,Master Wilburn Burchette,Opens the Seven Gates of Transcendental Consciousness,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Introversion.flac,3:38
46nrzeabMPooAaZ1r7JUOv,Scorpio - G B D,Deborah Van Dyke,"CHORDS OF THE COSMOS: Harmonies of the Zodiac with Crystal Bowls for Chakra Balancing, Meditation & the Healing Arts",Being Nothing,"This selection leans into deep meditation ambient, healing soundscapes, and tranquil minimal atmospheres, music designed to slow the mind, create stillness, and support introspection.",catalog.app/Scorpio - G B D.flac,5:19
6bY8ultk3ceocnXKCNplcc,Molten Boron,Ampacity,Superluminal,Hindsight,"This tracklist sits in a psychedelic, ritualistic space—mixing heavy psych rock, kraut grooves, cosmic instrumentals, and mystical atmospheres.",catalog.app/Molten Boron.flac,6:14
6RwQjfMA0dieuRjcdoAnj2,Something About Us (instrumental),Kaminsky,Something About Us (instrumental),Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Something About Us (instrumental).flac,4:21
6GjbJqzweieDMGtD5owSNc,Behave Yourself,Booker T. & the M.G.'s,Green Onions,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Behave Yourself.flac,3:55
3IckyU9yONkHbuskKJiWuk,Looking Glass,Delicate Steve,After Hours,,,catalog.app/Looking Glass.flac,2:33
6aW7eZJkkVoAEtH0uNSCEQ,Midnight Blues,Pavel Milyakov;Yana Pavlova,Blue,,,catalog.app/Midnight Blues.flac,4:39
1YvrjnC2sfekkEDBWqE79u,On the Beach - 2016 Remaster,Neil Young,On the Beach,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/On the Beach - 2016 Remaster.flac,6:59
3kbs8XKLpsEtsa200onAzf,Grounding Meditation Music,Sunny Dawn Johnston,Archangel Michael Protection and Grounding Meditations by Sunny Dawn Johnston,Into Stillness,"This selection leans toward introspective, cinematic ambient / experimental folk / minimal guitar atmospheres, music that feels spacious, contemplative, and slightly mystical.",catalog.app/Grounding Meditation Music.flac,12:14
6km6uqdL5tVqZZdGP9r865,Sanctuary Sunset,36,Weaponised Serenity,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Sanctuary Sunset.flac,3:43
6GiOBAOzFm5ztkadtqKM7Y,Moments in Love,The Art Of Noise,Daft,Soft Mornings,"This playlist is a velvety blend of dreamy jazz, ambient textures, and nostalgic soul, creating a moonlit sanctuary for deep connection.",catalog.app/Moments in Love.flac,10:15
7vfqgrbmlpCZpEoURzf8xc,Aeolus,KATZROAR,Invocation,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Aeolus.flac,3:10
1FwVgZ6V8EmW4qgvT1NPPu,Pomegranate Seeds,KATZROAR,Invocation,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Pomegranate Seeds.flac,1:27
6XxUAEy00dAHPVBj8ILQyh,Maggot Brain,Funkadelic,Maggot Brain,Skymind,"This playlist is an interstellar odyssey—a sultry, psychedelic trip that blurs the line between retro-future lounge and deep-sea introspection. ",catalog.app/Maggot Brain.flac,10:23
2tvSuS2nZR5cUEDVYDFuVv,New Pastoral Life,Minami Deutsch,Tunnel/New Pastoral Life,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/New Pastoral Life.flac,6:26
2vHT4KknhwgQKFAT5ZUZkx,Calm Quiet Summer Nights,Zensimila,Calm Quiet Summer Nights,Oceanic Feeling,"A gentle drift through dreamy downtempo, ambient jazz, and warm instrumental electronica, melodic, airy, and quietly uplifting.",catalog.app/Calm Quiet Summer Nights.flac,1:49
63rXKib2wygPH6KWQDxMQj,Someday,Virgil Howe,Someday,Slow burn,"This collection creates an intimate, sacred space where dusty desert folk meets the deep pulse of a shared heartbeat.",catalog.app/Someday.flac,4:11
7bEq39WOT3FVxYIpsSlS4D,Sun Lady Statement,Soul Wun,Fragments - EP,On the beach,"A salt-crusted, provocative escape, fusing vintage yacht-rock, Afro-Libyan disco, and kitsch-cool exotica. It drifts from the languid, golden-hour grit of Neil Young to the sultry, carnal pulse of modern Poolside.
",catalog.app/Sun Lady Statement.flac,4:04
zF8nyyVyQG5U4zKKs4tHK,Little Raver,Superpitcher,The Golden Ravedays 1,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Little Raver.flac,10:27
1kFEP8l4pWPCSWg5HiAffU,Model,Balanescu Quartet,Possessed (Reissue),Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Model.flac,3:43
4AlAhl5iz545tHtlcdNMRZ,inner peace?,Bodalla,teleportation music,House of the Setting Sun,"This compilation is a delicious blend of organic psychedelia and sophisticated groove, weaving laid-back skate-rock aesthetics with deep, shamanic electronic textures.",catalog.app/Inner Peace.flac,3:11
