themes,primary_genre,secondary_genres,style_tags,mood_keywords,search_keywords,energy_level,summary,track_id,combined_tags
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Electronic']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Contemplative', 'Serene', 'Expansive', 'Dreamlike']","['Ambient', 'Meditation', 'Relaxation', 'Mindfulness', 'Soundscape']",0.3,"'Footsteps' by Mike Lazarev and Arovane is a meditative ambient track that invites listeners to embrace their inner truths, creating a serene soundscape perfect for reflection and mindfulness.",5DHeK6O4caSEK8x77fLr9y,ambient downtempo electronic atmospheric textural layered hypnotic organic meditative contemplative serene expansive dreamlike ambient meditation relaxation mindfulness soundscape
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Downtempo', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Organic', 'Hypnotic']","['Meditative', 'Contemplative', 'Serene', 'Expansive', 'Dreamlike']","['Meditation', 'Ambient', 'Relaxation', 'Mindfulness', 'Soundscape']",0.3,"Kaka Hyká (Abuela Piedra) is an immersive ambient track that invites listeners to embrace their inner truths, creating a serene and contemplative atmosphere perfect for meditation and reflective practices.",1iu71LLHm95D0yHcmrgpXd,ambient downtempo experimental atmospheric textural layered organic hypnotic meditative contemplative serene expansive dreamlike meditation ambient relaxation mindfulness soundscape
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Soundscape', 'Nature', 'Relaxation', 'Meditation', 'Ambient Music']",0.2,"Compass is an ambient soundscape that invites listeners to gracefully dance with reality, embracing the rhythm of life through gentle surrender and honoring the natural ebb and flow within us.",36yHtF25BUYGmrjopHAydm,ambient downtempo experimental atmospheric textural layered hypnotic organic meditative serene contemplative expansive dreamlike soundscape nature relaxation meditation ambient music
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Downtempo', 'Experimental']","['Atmospheric', 'Hypnotic', 'Textural', 'Layered', 'Organic']","['Transformative', 'Contemplative', 'Expansive', 'Serene', 'Dreamlike', 'Meditative', 'Reflective', 'Evolving']","['Ambient', 'Meditation', 'Transformation', 'Mindfulness', 'Relaxation']",0.3,"'Zumurud' by Mich Gerber is an atmospheric ambient track that invites listeners into a transformative auditory experience, encouraging deep reflection and a sense of evolution beyond the present moment.",5CMhKAB0jjpHKrZv0ZSVbv,ambient downtempo experimental atmospheric hypnotic textural layered organic transformative contemplative expansive serene dreamlike meditative reflective evolving ambient meditation transformation mindfulness relaxation
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Downtempo,"['Jazz', 'Trip-Hop']","['Atmospheric', 'Textural', 'Organic', 'Layered', 'Hypnotic']","['Serene', 'Contemplative', 'Dreamlike', 'Expansive', 'Meditative']","['Laid-back', 'Nature', 'Guitar', 'Jazz', 'Soul', 'Trip-Hop', 'Folk', 'Sonic Journey']",0.3,"A laid-back sonic journey capturing the austere beauty of nature, where guitar weaves jazz, soul, trip-hop, and folk influences.",yg1vWDHgIAoD2vMGsXYXN,downtempo jazz trip-hop atmospheric textural organic layered hypnotic serene contemplative dreamlike expansive meditative laid-back nature guitar jazz soul trip-hop folk sonic journey
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Neoclassical', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike', 'Transcendent', 'Introspective', 'Spiritual']","['Meditation', 'Spiritual', 'Love', 'Ambient', 'Neoclassical']",0.3,"A deeply atmospheric track that explores the transformative power of love, inviting listeners into a meditative space of introspection and spiritual elevation.",5WtUnWdKrZCBq95TNibnTq,ambient neoclassical experimental atmospheric textural layered hypnotic organic meditative serene contemplative expansive dreamlike transcendent introspective spiritual meditation spiritual love ambient neoclassical
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Psychedelic Ambient', 'World Music']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['sacred chants', 'Indian ragas', 'shamanic trance', 'meditative music', 'ambient soundscapes']",0.3,"Womb Pulse blends sacred chants, Indian ragas, and shamanic trance into a soothing soundscape that invites deep reflection and connection.",2TWhBBuG2ptmpEZ09TIMnA,ambient psychedelic ambient world music hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike sacred chants indian ragas shamanic trance meditative music ambient soundscapes
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Pop,"['Acoustic', 'Singer-Songwriter']","['Melodic', 'Lyrical', 'Intimate', 'Warm', 'Reflective']","['Romantic', 'Contemplative', 'Uplifting', 'Serene', 'Nostalgic', 'Hopeful', 'Tender']","['Katie Melua', 'Wonderful Life', 'Love', 'Spiritual', 'Mystic']",0.3,"'Wonderful Life' by Katie Melua is a tender and reflective song that explores the transformative power of love, creating an intimate atmosphere perfect for moments of contemplation and connection.",7ajfvmenMeyg9LDSqsjWCu,pop acoustic singer-songwriter melodic lyrical intimate warm reflective romantic contemplative uplifting serene nostalgic hopeful tender katie melua wonderful life love spiritual mystic
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Electronic,"['Psychedelic', 'Downtempo']","['Hypnotic', 'Atmospheric', 'Layered', 'Textural', 'Repetitive']","['Expansive', 'Dreamlike', 'Serene', 'Contemplative', 'Meditative']","['Electronic', 'Ambient', 'Psychedelic', 'Chill', 'Meditation']",0.4,"Dazed in a Summer Haze is an immersive electronic track that evokes a sense of freedom and exploration, blending hypnotic rhythms with expansive soundscapes to create a dreamlike atmosphere.",29g3KylJdWQANW3HnEEBL9,electronic psychedelic downtempo hypnotic atmospheric layered textural repetitive expansive dreamlike serene contemplative meditative electronic ambient psychedelic chill meditation
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Experimental', 'Psychedelic Ambient']","['Atmospheric', 'Textural', 'Hypnotic', 'Layered', 'Organic']","['Meditative', 'Contemplative', 'Serene', 'Expansive', 'Dreamlike']","['Ambient', 'Meditation', 'Psychedelic', 'Relaxation', 'Mindfulness']",0.2,"The Medicine Man is an immersive ambient track that invites listeners into a serene and contemplative space, characterized by its atmospheric textures and hypnotic layers, perfect for meditation or reflective practices.",5UGYn2cc2osOx4HcNaCAb0,ambient experimental psychedelic ambient atmospheric textural hypnotic layered organic meditative contemplative serene expansive dreamlike ambient meditation psychedelic relaxation mindfulness
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Downtempo,"['Ambient', 'Chillout']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Andy Cato', 'Woodstock', 'Times and Places', 'Inner Roads', 'Downtempo', 'Ambient', 'Chillout', 'Magical Realism']",0.3,"A soothing and immersive track that blends elements of magical realism with a serene atmosphere, inviting listeners on a contemplative journey through the extraordinary and the everyday.",3azZU2Ie0kkrTFW0emJEQa,downtempo ambient chillout atmospheric textural layered hypnotic organic meditative serene contemplative expansive dreamlike andy cato woodstock times and places inner roads downtempo ambient chillout magical realism
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Downtempo,"['Ambient', 'Chillout']","['Atmospheric', 'Textural', 'Layered', 'Organic', 'Hypnotic']","['Serene', 'Contemplative', 'Meditative', 'Expansive', 'Dreamlike']","['Sunrise', 'Andy Cato', 'Downtempo', 'Ambient', 'Chillout']",0.3,"'Sunrise Sant Agnes' by Andy Cato is a serene downtempo track that evokes a contemplative atmosphere, perfect for reflective moments or gentle routines. Its layered textures and organic sound design create a meditative experience, inviting listeners to immerse themselves in a tranquil soundscape.",5ZsZhgpSpnELiYCaYSJJni,downtempo ambient chillout atmospheric textural layered organic hypnotic serene contemplative meditative expansive dreamlike sunrise andy cato downtempo ambient chillout
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Soundtrack,"['Neoclassical', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Organic', 'Cinematic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike', 'Spiritual', 'Transcendent', 'Introspective']","['Amine Bouhafa', 'Timbuktu', 'Soundtrack', 'Mystic Love', 'Spiritual Music']",0.3,"Zabou is a serene and atmospheric piece from the Timbuktu soundtrack, embodying themes of love and spiritual transformation. Its layered textures and organic sounds create a meditative space, inviting listeners to reflect and connect with deeper emotions.",2jkTn3jLMM2YZ6pszCcppC,soundtrack neoclassical experimental atmospheric textural layered organic cinematic meditative serene contemplative expansive dreamlike spiritual transcendent introspective amine bouhafa timbuktu soundtrack mystic love spiritual music
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Meditative', 'World']","['Atmospheric', 'Textural', 'Layered', 'Organic', 'Hypnotic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Uplifting']","['Tibetan', 'Meditation', 'Relaxation', 'Mindfulness', 'Spiritual']",0.3,"Wisdom and Compassion is a serene and uplifting track that blends soulful sounds, creating a peaceful atmosphere ideal for meditation and reflective practices.",5ogrWMcDsVbclWoburcZ1I,ambient meditative world atmospheric textural layered organic hypnotic meditative serene contemplative expansive uplifting tibetan meditation relaxation mindfulness spiritual
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Downtempo', 'Neoclassical']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike', 'Transcendent', 'Loving', 'Elevating']","['Ambient', 'Meditation', 'Spiritual', 'Relaxation', 'Inner Peace']",0.3,"Inspiration / Inner Beauty by Pavel Dovgal is a serene ambient track that evokes feelings of love and spiritual transformation. Its atmospheric layers and hypnotic textures create a meditative space, guiding listeners toward a higher state of being.",21BjF3VdLBd2h1kuZtLzv4,ambient downtempo neoclassical atmospheric textural layered hypnotic organic meditative serene contemplative expansive dreamlike transcendent loving elevating ambient meditation spiritual relaxation inner peace
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Drone', 'Experimental']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Ethereal']","['Meditative', 'Contemplative', 'Serene', 'Dreamlike', 'Immersive']","['Lucid Dreaming', 'Ethereal', 'Hypnotic Melodies', 'Meditative Soundscapes', 'Ambient Journey']",0.2,"'Lost' by H.Takahashi is a contemplative ambient track that unfolds at a meditative pace, featuring hypnotic melodies and immersive sound textures, perfect for inducing a state of relaxation and introspection.",28x0n8lSkA8iF4olCskFHv,ambient drone experimental hypnotic textural atmospheric layered ethereal meditative contemplative serene dreamlike immersive lucid dreaming ethereal hypnotic melodies meditative soundscapes ambient journey
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Ambient,"['Drone', 'Minimal']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Repetitive']","['Meditative', 'Serene', 'Contemplative', 'Focused', 'Clarity']","['Ambient', 'Focus', 'Concentration', 'Meditation', 'Soundscape']",0.3,"Wurzel by H.Takahashi is an immersive ambient track that guides listeners into a state of deep focus and clarity. Its hypnotic textures and layered soundscapes create a serene atmosphere, perfect for meditation or concentrated work.",2sSk5uaTN76nA1zRWLKyG3,ambient drone minimal hypnotic textural atmospheric layered repetitive meditative serene contemplative focused clarity ambient focus concentration meditation soundscape
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Downtempo,"['Chillhop', 'Soulful Hip Hop']","['Relaxed', 'Uplifting', 'Textural', 'Layered', 'Organic']","['Peaceful', 'Energizing', 'Serene', 'Contemplative', 'Vibrant']","['Emapea', 'Strange Seed', 'Seeds Roots & Fruits', 'Morning Glory', 'Chill Music']",0.4,"Strange Seed by Emapea is a relaxed and uplifting track that weaves soulful sounds into a vibrant tapestry, creating a peaceful yet energizing atmosphere perfect for morning routines or reflective moments.",1bdfABtjQGX0YqbYcsPcL6,downtempo chillhop soulful hip hop relaxed uplifting textural layered organic peaceful energizing serene contemplative vibrant emapea strange seed seeds roots & fruits morning glory chill music
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Electronic,"['Downtempo', 'Chillout']","['Groovy', 'Textural', 'Ambient', 'Rhythmic', 'Layered']","['Relaxed', 'Cosmic', 'Loungey', 'Serene', 'Contemplative']","['Electronic', 'Chillout', 'Groovy', 'Ambient', 'Lounge']",0.4,"A groovy, loungy electronic mix that blends ambient textures for a cosmic, rhythmic journey, ideal for relaxed afternoons.",6eQ2DcFQZppBICMon4wNcd,electronic downtempo chillout groovy textural ambient rhythmic layered relaxed cosmic loungey serene contemplative electronic chillout groovy ambient lounge
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': False, 'confidence': 0.2}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Electronic,"['Experimental', 'Psychedelic']","['Hypnotic', 'Atmospheric', 'Layered', 'Textural', 'Repetitive']","['Expansive', 'Dreamlike', 'Contemplative', 'Serene', 'Meditative']","['Electronic', 'Psychedelic', 'Ambient', 'Lucy Gooch', 'Rushing']",0.5,"Stalagmites & Helictites by Lucy Gooch is an immersive electronic track that explores new dimensions of awareness, blending hypnotic rhythms and atmospheric textures to create a soundscape that resonates with the spirit of freedom.",38MW7WxXc9TFpTJo9OLBag,electronic experimental psychedelic hypnotic atmospheric layered textural repetitive expansive dreamlike contemplative serene meditative electronic psychedelic ambient lucy gooch rushing
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.7}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Psychedelic Ambient', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Dreamlike', 'Contemplative', 'Serene', 'Expansive', 'Magical']","['Ambient', 'Magical Realism', 'Meditative', 'Psychedelic', 'Soundscape']",0.2,"A serene ambient journey that weaves through magical realism, blending the extraordinary with the everyday, inviting listeners into a contemplative and expansive sonic landscape.",1qpT0ZjNj3MDFtGjq2Wt4x,ambient psychedelic ambient experimental atmospheric textural layered hypnotic organic dreamlike contemplative serene expansive magical ambient magical realism meditative psychedelic soundscape
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Neoclassical', 'Experimental']","['Minimal', 'Atmospheric', 'Textural', 'Layered', 'Dreamlike']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Introspective', 'Immersive', 'Cinematic', 'Lush']","['Devendra Banhart', 'Noah Georgeson', 'Into Clouds', 'Refuge', 'Ambient Music']",0.2,"'Into Clouds' is a minimalist and introspective ambient track that immerses listeners in lush, dreamlike soundscapes, creating a serene and contemplative atmosphere.",5EClqVo1w4oZ5QU6dlGGRa,ambient neoclassical experimental minimal atmospheric textural layered dreamlike meditative serene contemplative expansive introspective immersive cinematic lush devendra banhart noah georgeson into clouds refuge ambient music
"{'flow': {'assigned': True, 'confidence': 0.6}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Experimental']","['Atmospheric', 'Textural', 'Organic', 'Layered', 'Hypnotic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Devendra Banhart', 'Noah Georgeson', 'Ambient', 'Soundscape', 'Meditation']",0.3,"A tranquil soundscape that invites listeners to gracefully dance with reality, embracing the natural rhythms of life through gentle surrender and reflection.",5BA6gdDfbW3eJDK7Ui1xfY,ambient downtempo experimental atmospheric textural organic layered hypnotic meditative serene contemplative expansive dreamlike devendra banhart noah georgeson ambient soundscape meditation
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Dark Ambient', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Contemplative', 'Dreamlike', 'Serene', 'Expansive']","['Dark Ambient', 'Minimalist Electronics', 'Emotive Classical', 'Experimental Soundscapes', 'Sonic Journey']",0.2,"Postcard from Brilliant Orange is a contemplative ambient piece that weaves together dark tones and emotive classical elements, creating a rich soundscape that invites deep reflection and introspection.",7l5lyhMfQgLezHZ0u4kBF8,ambient dark ambient experimental atmospheric textural layered hypnotic organic meditative contemplative dreamlike serene expansive dark ambient minimalist electronics emotive classical experimental soundscapes sonic journey
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Electronic', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Repetitive']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Bing & Ruth', 'Reflector', 'Ambient', 'Electronic', 'Sonic Depths']",0.3,"Reflector is an immersive ambient track that invites listeners on an electronic journey, blending enchanting sounds with evocative ambiance and captivating synthesizers, perfect for meditation or deep concentration.",XewEhkYcXKb64X9lydCFu,ambient electronic experimental atmospheric textural layered hypnotic repetitive meditative serene contemplative expansive dreamlike bing & ruth reflector ambient electronic sonic depths
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Neoclassical', 'Drone']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Expansive', 'Dreamlike', 'Contemplative', 'Serene', 'Meditative', 'Cosmic', 'Reflective', 'Transcendent']","['Bing & Ruth', 'Ambient', 'Cosmic Soundscape', 'Meditative Music', 'Neoclassical']",0.3,"'As Much as Possible' by Bing & Ruth is an ambient composition that evokes a vast, cosmic soundscape, inviting listeners to explore the infinite possibilities of connection and presence in a serene and contemplative atmosphere.",3yKkaOdwY8M5jqESi1OuWJ,ambient neoclassical drone atmospheric textural layered hypnotic organic expansive dreamlike contemplative serene meditative cosmic reflective transcendent bing & ruth ambient cosmic soundscape meditative music neoclassical
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': True, 'confidence': 0.5}}",Ambient,"['Downtempo', 'Psychedelic Ambient']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Dreamlike', 'Contemplative', 'Serene', 'Expansive', 'Magical']","['Ambient', 'Meditative', 'Relaxation', 'Soundscape', 'Psychedelic']",0.3,"Cerulean is an ambient journey that weaves through magical realism, blending the extraordinary with the everyday, inviting listeners to explore a soundscape where belief shapes reality.",4TcRHns5BA2OOaxytVQUOr,ambient downtempo psychedelic ambient atmospheric textural layered hypnotic organic dreamlike contemplative serene expansive magical ambient meditative relaxation soundscape psychedelic
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': True, 'confidence': 0.7}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Psychedelic Ambient', 'Downtempo']","['Textural', 'Atmospheric', 'Layered', 'Dreamy', 'Hypnotic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Ambient', 'Psychedelic', 'Soundscapes', 'Dreamy', 'Meditation']",0.3,"Light Forms is an immersive ambient track that weaves together shimmering soundscapes and dreamy tones, creating a serene atmosphere ideal for meditation and focused flow.",YiGW61DYgoA4ZJgL53PNW,ambient psychedelic ambient downtempo textural atmospheric layered dreamy hypnotic meditative serene contemplative expansive dreamlike ambient psychedelic soundscapes dreamy meditation
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Experimental']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Dreamlike', 'Contemplative', 'Serene', 'Expansive', 'Magical']","['Ambient', 'Meditative', 'Rohne', 'Meridian', 'Inner Roads']",0.3,"Meru is an ambient journey that weaves together elements of magical realism, inviting listeners to explore the extraordinary within the everyday, creating a reflective and serene atmosphere.",205tpRJbPZC7qAr0sGc6C4,ambient downtempo experimental atmospheric textural layered hypnotic organic dreamlike contemplative serene expansive magical ambient meditative rohne meridian inner roads
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Neoclassical']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Contemplative', 'Serene', 'Expansive', 'Dreamlike']","['Rohne', 'Aurora', 'Ambient', 'Meditation', 'Relaxation', 'Soundscape', 'Mindfulness', 'Calm']",0.3,"'Aurora' by Rohne is an ambient track that invites deep reflection and mindfulness, creating a serene soundscape that mirrors the inner state of the listener. Its layered textures and hypnotic qualities foster a meditative atmosphere, perfect for moments of contemplation.",441RCksUPJJ3HAcuE1sFQP,ambient downtempo neoclassical atmospheric textural layered hypnotic organic meditative contemplative serene expansive dreamlike rohne aurora ambient meditation relaxation soundscape mindfulness calm
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Drone']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Ambient', 'Meditation', 'Relaxation', 'Soundscape', 'Chill']",0.2,"'Currents' by Rohne is an immersive ambient track that evokes a sense of serenity and contemplation, perfect for meditation or reflective moments. Its layered textures and hypnotic qualities create a soothing soundscape that invites deep listening.",1B9zhVfMZC0QNBClgQWNdh,ambient downtempo drone atmospheric textural layered hypnotic organic meditative serene contemplative expansive dreamlike ambient meditation relaxation soundscape chill
"{'flow': {'assigned': True, 'confidence': 0.6}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Drone']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Ambient', 'Meditation', 'Relaxation', 'Introspection', 'Tea Ceremony']",0.2,"Luminous Emptiness is a serene ambient track that invites introspection, blending soothing tea-like warmth with the tranquil essence of a sacred temple.",7BNNlg0N3741TGNTJr7POQ,ambient downtempo drone hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike ambient meditation relaxation introspection tea ceremony
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Downtempo', 'Electronic']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Expansive']","['Ambient', 'Ethereal', 'Jazz', 'Electronica', 'Meditation']",0.2,"End of Sky is a delicate blend of atmospheric jazz and ethereal electronica, creating a serene soundscape that invites introspection and a sense of sublime presence.",6bh6oCnLu5Lhmx5zkZRldf,ambient downtempo electronic atmospheric textural layered hypnotic organic meditative serene contemplative dreamlike expansive ambient ethereal jazz electronica meditation
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Psychedelic Ambient', 'Drone']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Repetitive']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Ambient', 'Psychedelic', 'Meditation', 'Soundscape', 'Deep Listening']",0.3,"Warmth of the Sun's Rays is an ambient electronic track that combines analog warmth with digital precision, creating rhythmic soundscapes ideal for introspective and psychedelic experiences.",6sgn1DxtfzW1Bhnqhqa3Ax,ambient psychedelic ambient drone atmospheric textural layered hypnotic repetitive meditative serene contemplative expansive dreamlike ambient psychedelic meditation soundscape deep listening
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Downtempo,"['Chillwave', 'Nu-Disco']","['Groovy', 'Textural', 'Warm', 'Layered', 'Melodic']","['Reflective', 'Intimate', 'Serene', 'Contemplative', 'Dreamy']","['Dabeull', 'HolyBrune', 'Intimate Fonk', 'Chill Music', 'Reflective Beats']",0.4,"'You & I' by Dabeull and HolyBrune is a reflective downtempo track that invites listeners to engage with their inner state, creating a warm and intimate atmosphere perfect for moments of contemplation.",25ommYZpVjX23CctAi78OQ,downtempo chillwave nu-disco groovy textural warm layered melodic reflective intimate serene contemplative dreamy dabeull holybrune intimate fonk chill music reflective beats
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': True, 'confidence': 0.7}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Psychedelic Ambient']","['Textural', 'Atmospheric', 'Layered', 'Dreamy', 'Hypnotic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Ambient', 'Psychedelic', 'Chill', 'Dreamy', 'Soundscapes']",0.3,"A shimmering ambient track that blends psychedelia and dreamy textures, creating an immersive soundscape perfect for relaxation and focused engagement.",2m67tojCwLd1pR4OIS72Ra,ambient downtempo psychedelic ambient textural atmospheric layered dreamy hypnotic meditative serene contemplative expansive dreamlike ambient psychedelic chill dreamy soundscapes
